Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate_Provided,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,Engagement_Rate,Is_Outlier_Engagement,Like_Rate,Comment_Rate,Share_Rate,Save_Rate,Save_to_Share_Ratio,Comment_to_Like_Ratio,Month,Year
POST_04605,2024-01-02 20:22:00,TikTok,Video,Travel,18977,966,2147,8088,2235,241082,9.16,20,Tuesday,5,369,Negative,Macro,False,False,300.7542037586548,True,234.63155291790306,11.943620178041543,26.545499505440155,27.63353115727003,1.0409874243129948,0.05090372556252305,1,2024
POST_02119,2024-01-02 21:41:00,Instagram,Carousel,Entertainment,1874,467,16,30977,688,67464,3.49,21,Tuesday,11,1458,Positive,Mid-tier,True,True,9.829873777318655,False,6.049649740129773,1.5075701326790845,0.051651225102495396,2.2210026794073023,43.0,0.24919957310565635,1,2024
POST_00401,2024-01-02 21:55:00,Instagram,Photo,Business,1867,125,281,44911,286,292298,0.78,21,Tuesday,6,1262,Negative,Macro,True,False,5.697935917703903,False,4.157110730110664,0.2783282492039812,0.6256819042105497,0.636815034178709,1.0177935943060499,0.06695232994108195,1,2024
POST_01803,2024-01-03 00:42:00,Twitter,Poll,Sports,4926,205,1317,28491,466,148659,4.34,0,Wednesday,7,1597,Neutral,Macro,True,False,24.267312484644275,False,17.2896704222386,0.7195254641816714,4.622512372328104,1.635604225895897,0.35383447228549736,0.0416159155501421,1,2024
POST_03737,2024-01-03 03:35:00,LinkedIn,Poll,Lifestyle,1383,123,32,6603,59,190618,0.81,3,Wednesday,13,1506,Neutral,Macro,False,False,24.18597607148266,False,20.945024988641528,1.8627896410722398,0.484628199303347,0.8935332424655459,1.84375,0.08893709327548807,1,2024
POST_03162,2024-01-03 04:16:00,Instagram,Reel,Education,8387,360,179,13360,945,499770,1.79,4,Wednesday,20,172,Neutral,Macro,True,False,73.88473053892216,True,62.776946107784426,2.694610778443114,1.339820359281437,7.073353293413173,5.279329608938547,0.04292357219506379,1,2024
POST_00426,2024-01-03 09:46:00,Facebook,Video,Sports,5540,375,632,73879,402,487579,1.34,9,Wednesday,15,353,Neutral,Macro,True,False,9.405920491614667,False,7.498747952733524,0.5075867296525399,0.8554528350410807,0.5441329741875228,0.6360759493670886,0.06768953068592058,1,2024
POST_00363,2024-01-03 13:28:00,Facebook,Post,Technology,1048,256,457,75334,393,29036,6.06,13,Wednesday,29,1717,Negative,Micro,True,False,2.859266732152813,False,1.39113813152096,0.33982000159290626,0.6066317997185866,0.5216767993203599,0.8599562363238512,0.24427480916030533,1,2024
POST_01038,2024-01-04 00:19:00,LinkedIn,Post,Technology,1708,113,456,26761,259,402762,0.57,0,Thursday,19,764,Positive,Macro,True,True,9.476476962744291,False,6.382422181532828,0.42225626845035685,1.7039721983483427,0.9678263144127649,0.5679824561403509,0.0661592505854801,1,2024
POST_04592,2024-01-04 05:36:00,Instagram,Story,Technology,6145,224,238,45738,517,245871,2.69,5,Thursday,15,1954,Positive,Macro,True,False,15.575670121124666,False,13.435217980672526,0.48974594429139884,0.5203550658096112,1.1303511303511304,2.172268907563025,0.03645240032546786,1,2024
POST_00159,2024-01-04 10:49:00,Instagram,Story,Fitness,4399,125,33,21640,787,430456,1.06,10,Thursday,26,1064,Neutral,Macro,True,False,24.695009242144177,False,20.328096118299445,0.577634011090573,0.15249537892791126,3.636783733826247,23.848484848484848,0.028415548988406456,1,2024
POST_02919,2024-01-04 12:44:00,Twitter,Thread,Fitness,2837,260,1505,47775,332,120825,3.81,12,Thursday,21,880,Neutral,Macro,True,True,10.327577184720042,False,5.93825222396651,0.5442176870748299,3.15018315018315,0.694924123495552,0.22059800664451829,0.09164610504053577,1,2024
POST_02915,2024-01-04 16:45:00,Instagram,Reel,Food,1974,308,125,21531,662,202126,1.19,16,Thursday,20,175,Positive,Macro,True,False,14.25386651804375,False,9.168176118155218,1.4304955645348567,0.5805582648274581,3.074636570526218,5.296,0.15602836879432624,1,2024
POST_04272,2024-01-04 20:52:00,YouTube,Live,Travel,19612,881,609,22497,3392,364855,5.78,20,Thursday,15,185,Positive,Macro,True,False,108.87673912077165,True,87.17606792016713,3.9160776992487887,2.7070276036804906,15.077565897675246,5.569786535303777,0.04492147664695085,1,2024
POST_01023,2024-01-04 23:13:00,YouTube,Video,Gaming,6523,343,247,886932,98,488156,1.46,23,Thursday,29,20,Neutral,Macro,True,False,0.8130273797765781,False,0.7354566077218998,0.03867263781214343,0.027848809153351105,0.011049325089183838,0.3967611336032389,0.05258316725433083,1,2024
POST_02704,2024-01-05 09:59:00,Instagram,Reel,Food,6327,440,130,935,289,140434,4.91,9,Friday,8,588,Neutral,Macro,True,True,768.5561497326203,True,676.6844919786096,47.05882352941176,13.903743315508022,30.909090909090907,2.223076923076923,0.06954322743796428,1,2024
POST_02032,2024-01-05 10:15:00,Facebook,Story,Lifestyle,2672,360,464,2203,659,3383,103.34,10,Friday,17,484,Neutral,Nano,True,False,188.60644575578755,True,121.28915115751249,16.341352700862462,21.06218792555606,29.91375397185656,1.4202586206896552,0.1347305389221557,1,2024
POST_01750,2024-01-05 14:17:00,Instagram,Carousel,Fitness,1687,73,134,41648,732,117460,1.61,14,Friday,11,1798,Positive,Macro,True,False,6.305224740683826,False,4.050614675374567,0.17527852477910102,0.32174414137533613,1.7575873991548214,5.462686567164179,0.043272080616478956,1,2024
POST_03565,2024-01-06 12:07:00,Facebook,Live,Business,1784,227,117,77227,192,414100,0.51,12,Saturday,27,524,Neutral,Macro,True,True,3.0041306796845664,False,2.3100729019643387,0.2939386484001709,0.15150141789788546,0.248617711422171,1.641025641025641,0.12724215246636772,1,2024
POST_03697,2024-01-06 14:21:00,YouTube,Short,Lifestyle,9264,590,1840,720597,1210,79923,14.63,14,Saturday,1,566,Neutral,Mid-tier,True,True,1.7907374024593499,False,1.2856006894283492,0.08187655513414571,0.2553438329607256,0.16791632493612935,0.657608695652174,0.0636873920552677,1,2024
POST_04392,2024-01-06 17:28:00,Facebook,Post,Lifestyle,6896,135,201,65197,354,373777,1.93,17,Saturday,22,1979,Positive,Macro,False,True,11.635504701136554,False,10.577173796340322,0.2070647422427412,0.3082963940058592,0.5429697685476326,1.7611940298507462,0.01957656612529002,1,2024
POST_02615,2024-01-06 19:56:00,Twitter,Tweet,Fashion,156,131,1223,75745,121,499327,0.3,19,Saturday,13,622,Neutral,Macro,True,False,2.153277444055713,False,0.20595418839527363,0.17294870948577465,1.61462802825269,0.15974651792197506,0.09893704006541292,0.8397435897435898,1,2024
POST_04168,2024-01-07 02:55:00,Instagram,Reel,Lifestyle,8448,490,202,29382,993,331405,2.76,2,Sunday,7,53,Positive,Macro,True,True,34.48710094615751,False,28.75229732489279,1.6676876999523516,0.687495745694643,3.379620175617725,4.915841584158416,0.058001893939393936,1,2024
POST_02667,2024-01-07 03:43:00,Instagram,Story,Fashion,1242,270,186,833,524,476563,0.36,3,Sunday,12,565,Positive,Macro,True,False,266.7466986794718,True,149.09963985594237,32.41296518607443,22.328931572629052,62.90516206482592,2.817204301075269,0.21739130434782608,1,2024
POST_00013,2024-01-07 05:44:00,TikTok,Video,Fitness,37311,858,4513,439758,2823,458682,9.31,5,Sunday,22,598,Positive,Macro,True,False,10.347736709735809,False,8.484439168815577,0.19510730901996098,1.0262462536213097,0.6419439782789625,0.6255262574783957,0.022995899332636488,1,2024
POST_00600,2024-01-07 05:55:00,Instagram,Story,Fashion,5138,49,140,47958,245,364057,1.46,5,Sunday,2,915,Positive,Macro,True,False,11.618499520413696,False,10.71354101505484,0.10217273447599984,0.29192209850285666,0.5108636723799992,1.75,0.009536784741144414,1,2024
POST_03649,2024-01-07 07:53:00,Facebook,Story,Travel,4532,332,707,24121,391,479509,1.16,7,Sunday,8,1244,Negative,Macro,True,False,24.717051531860204,False,18.78860743750259,1.3763940135151942,2.931055926371212,1.6209941544712076,0.553041018387553,0.07325684024713151,1,2024
POST_02620,2024-01-07 07:56:00,Twitter,Retweet,Fitness,4492,244,997,24696,383,135479,4.23,7,Sunday,1,311,Negative,Macro,True,True,24.765144152899254,False,18.18918043407839,0.9880142533203757,4.037091026886945,1.5508584386135407,0.38415245737211634,0.05431878895814782,1,2024
POST_03937,2024-01-07 11:00:00,Twitter,Retweet,Fashion,3186,177,1551,27503,16,47435,10.36,11,Sunday,23,818,Neutral,Micro,True,False,17.92531723811948,False,11.584190815547394,0.6435661564192997,5.639384794386067,0.05817547176671636,0.010315925209542231,0.05555555555555555,1,2024
POST_00255,2024-01-07 11:19:00,Instagram,Carousel,Health,9902,174,48,760,226,373732,2.71,11,Sunday,21,188,Negative,Macro,True,True,1361.842105263158,True,1302.8947368421052,22.894736842105264,6.315789473684211,29.736842105263158,4.708333333333333,0.017572207634821247,1,2024
POST_01458,2024-01-07 13:01:00,LinkedIn,Article,Gaming,615,72,309,18554,208,309232,0.32,13,Sunday,10,905,Neutral,Macro,True,False,6.489166756494556,False,3.314649132262585,0.38805648377708307,1.6654090762099818,1.1210520642449069,0.6731391585760518,0.11707317073170732,1,2024
POST_01115,2024-01-07 13:08:00,Facebook,Live,Health,6283,165,569,49857,522,352767,1.99,13,Sunday,10,523,Positive,Macro,True,True,15.121246765750046,False,12.602041839661432,0.33094650701004874,1.141264015083138,1.0469944039954269,0.9173989455184535,0.02626134012414452,1,2024
POST_04061,2024-01-08 04:28:00,Twitter,Tweet,Lifestyle,280,240,940,50483,119,484615,0.3,4,Monday,6,1692,Positive,Macro,True,False,3.127785591189113,False,0.5546421567656439,0.47540756294198044,1.86201295485609,0.23572291662539865,0.12659574468085105,0.8571428571428571,1,2024
POST_02972,2024-01-08 05:59:00,Instagram,Reel,Travel,545,440,95,46180,238,371362,0.29,5,Monday,6,561,Positive,Macro,True,True,2.8540493720225206,False,1.1801645734084019,0.9527934170636638,0.205716760502382,0.5153746210480727,2.5052631578947366,0.8073394495412844,1,2024
POST_00620,2024-01-08 06:19:00,LinkedIn,Article,Lifestyle,1635,90,194,14227,248,309567,0.62,6,Monday,24,863,Neutral,Macro,True,False,15.23160188374218,False,11.492233077950376,0.6325999859422226,1.3636044141421242,1.7431644057074578,1.2783505154639174,0.05504587155963303,1,2024
POST_02131,2024-01-08 18:33:00,Instagram,Carousel,Health,6342,62,163,23890,486,44931,14.62,18,Monday,20,537,Positive,Micro,True,False,29.522812892423605,False,26.546672247802427,0.2595228128924236,0.6822938467978233,2.0343239849309334,2.98159509202454,0.009776095868811101,1,2024
POST_01977,2024-01-08 20:04:00,Twitter,Poll,Fashion,145,183,223,1947,282,119901,0.46,20,Monday,8,180,Positive,Macro,True,False,42.78376990241397,False,7.447354904982023,9.399075500770417,11.453518233179249,14.48382126348228,1.2645739910313902,1.2620689655172415,1,2024
POST_04253,2024-01-08 21:37:00,Twitter,Poll,Health,4073,129,1122,96934,425,26858,19.82,21,Monday,26,1660,Negative,Micro,True,True,5.930839540305775,False,4.201828047950152,0.13308024016341014,1.1574886004910558,0.4384426517011574,0.3787878787878788,0.0316719862509207,1,2024
POST_02226,2024-01-09 00:43:00,Facebook,Live,Entertainment,3270,132,535,10351,754,321725,1.22,0,Tuesday,24,358,Negative,Macro,True,True,45.31929282194957,False,31.5911506134673,1.2752391073326248,5.168582745628441,7.2843203555212055,1.4093457943925234,0.04036697247706422,1,2024
POST_02509,2024-01-09 02:24:00,TikTok,Video,Business,33034,309,2036,242685,2609,185278,19.1,2,Tuesday,18,478,Negative,Macro,False,False,15.653213012753156,False,13.611883717576282,0.12732554546016442,0.8389476069802418,1.075056142736469,1.281434184675835,0.00935399891021372,1,2024
POST_00885,2024-01-09 03:27:00,TikTok,Duet,Fashion,8731,994,1938,75043,577,371740,3.14,3,Tuesday,24,491,Neutral,Macro,True,False,16.310648561491412,False,11.634662793331824,1.3245739109577175,2.582519355569474,0.7688925016323974,0.2977296181630547,0.11384721108693162,1,2024
POST_03590,2024-01-09 03:40:00,Instagram,Carousel,Food,7684,20,151,3713,125,47275,16.62,3,Tuesday,28,726,Negative,Micro,True,False,214.9205494209534,True,206.94855911661728,0.5386479935362241,4.066792351198491,3.3665499596014,0.8278145695364238,0.0026028110359187923,1,2024
POST_01451,2024-01-09 11:12:00,Facebook,Story,Entertainment,5232,366,371,10075,558,257653,2.32,11,Tuesday,11,1512,Positive,Macro,True,False,64.78411910669976,True,51.93052109181141,3.632754342431762,3.6823821339950373,5.538461538461538,1.5040431266846361,0.06995412844036697,1,2024
POST_04753,2024-01-09 11:48:00,LinkedIn,Post,Health,472,94,425,18259,112,277798,0.36,11,Tuesday,18,755,Positive,Macro,True,False,6.040856563886303,False,2.5850265622432773,0.5148146119721781,2.3276192562571882,0.6133961334136591,0.2635294117647059,0.19915254237288135,1,2024
POST_03402,2024-01-09 12:59:00,Instagram,Story,Technology,8440,165,264,37752,483,477456,1.86,12,Tuesday,3,965,Negative,Macro,True,False,24.772197499470227,False,22.356431447340537,0.4370629370629371,0.6993006993006993,1.2794024157660522,1.8295454545454546,0.019549763033175356,1,2024
POST_04525,2024-01-09 13:30:00,TikTok,Stitch,Lifestyle,46571,441,758,302431,1829,10027,476.41,13,Tuesday,19,272,Positive,Micro,True,False,16.400104486643237,False,15.398884373625721,0.14581838502005415,0.2506356821886645,0.6047660458087961,2.4129287598944593,0.009469412295205171,1,2024
POST_03917,2024-01-09 16:37:00,LinkedIn,Poll,Health,794,7,127,14918,32,74896,1.24,16,Tuesday,20,1079,Neutral,Mid-tier,False,True,6.435178978415338,False,5.322429280064352,0.04692318005094517,0.8513205523528623,0.2145059659471779,0.25196850393700787,0.008816120906801008,1,2024
POST_00483,2024-01-09 18:55:00,Facebook,Video,Sports,4283,106,38,73605,646,497216,0.89,18,Tuesday,5,291,Positive,Macro,True,True,6.892194823721215,False,5.8188981726784865,0.1440119557095306,0.05162692751851097,0.8776577678146866,17.0,0.02474900770487976,1,2024
POST_02783,2024-01-09 19:32:00,YouTube,Community Post,Education,13734,469,172,726267,4479,272386,5.28,19,Tuesday,2,339,Positive,Macro,True,False,2.596014964193609,False,1.8910400720396219,0.06457680164457423,0.023682750283298016,0.6167153402261152,26.040697674418606,0.034148827726809376,1,2024
POST_00147,2024-01-09 21:52:00,Facebook,Video,Gaming,3309,303,203,21871,590,93599,4.08,21,Tuesday,8,347,Negative,Mid-tier,True,True,20.140825750994466,False,15.129623702619908,1.3853961867312878,0.9281697224635362,2.6976361391797354,2.9064039408866993,0.09156844968268359,1,2024
POST_01364,2024-01-09 22:21:00,Facebook,Live,Business,6830,129,742,57034,78,235288,3.27,22,Tuesday,16,42,Neutral,Macro,True,False,13.639232738366589,False,11.975312971210156,0.22618087456604832,1.3009783637830068,0.13676052880737805,0.10512129380053908,0.018887262079062956,1,2024
POST_02243,2024-01-10 05:26:00,Facebook,Live,Sports,478,266,811,76686,562,382495,0.41,5,Wednesday,22,490,Positive,Macro,True,False,2.7606081944553114,False,0.62332107555486,0.346869050413374,1.057559398064836,0.7328586704222414,0.6929716399506781,0.5564853556485355,1,2024
POST_01461,2024-01-10 10:00:00,Twitter,Thread,Fitness,4449,21,209,57922,448,351032,1.33,10,Wednesday,29,303,Neutral,Macro,True,False,8.85155899312869,False,7.681019301819688,0.036255654155588554,0.3608300818341908,0.7734539553192225,2.1435406698564594,0.004720161834120027,1,2024
POST_04354,2024-01-10 11:46:00,YouTube,Community Post,Lifestyle,4676,219,376,470105,4140,384995,1.37,11,Wednesday,5,1444,Neutral,Macro,True,False,2.0018931940736646,False,0.9946714031971581,0.04658533731825869,0.07998213165143957,0.8806543219068081,11.01063829787234,0.046834901625320786,1,2024
POST_00471,2024-01-10 14:57:00,Instagram,Photo,Technology,9883,67,77,43316,382,404723,2.48,14,Wednesday,15,695,Negative,Macro,False,False,24.03038138332256,False,22.816049496721767,0.15467725551759165,0.1777634130575307,0.8818912180256717,4.961038961038961,0.006779318020843873,1,2024
POST_04025,2024-01-10 15:51:00,LinkedIn,Poll,Lifestyle,1895,17,158,15208,205,406984,0.51,15,Wednesday,7,866,Neutral,Macro,False,True,14.959231983166754,False,12.460547080483956,0.11178327196212519,1.0389268805891636,1.3479747501315098,1.2974683544303798,0.008970976253298154,1,2024
POST_04594,2024-01-10 16:29:00,Twitter,Thread,Education,400,4,1034,45335,106,245639,0.59,16,Wednesday,15,228,Neutral,Macro,True,False,3.405757141281571,False,0.8823205029226866,0.008823205029226868,2.280798500055145,0.23381493327451194,0.10251450676982592,0.01,1,2024
POST_03823,2024-01-10 21:11:00,TikTok,Stitch,Entertainment,35475,1898,2937,187442,1847,52432,76.88,21,Wednesday,6,87,Positive,Mid-tier,True,False,22.49069045358031,False,18.925854397627,1.0125798913797335,1.5668846896640027,0.9853714749095721,0.6288729996595165,0.05350246652572234,1,2024
POST_04447,2024-01-10 21:32:00,Instagram,Photo,Food,5088,262,199,14888,660,435000,1.28,21,Wednesday,9,1786,Neutral,Macro,False,False,41.70472864051585,False,34.175174637291775,1.7598065556152607,1.3366469639978507,4.4331004836109615,3.3165829145728645,0.0514937106918239,1,2024
POST_02198,2024-01-10 22:53:00,TikTok,Duet,Lifestyle,32338,66,969,479514,2703,279271,11.95,22,Wednesday,18,447,Positive,Macro,True,False,7.52345082729597,False,6.743911543771403,0.013763935985185001,0.20207960560067068,0.563695741938713,2.789473684210526,0.0020409425443750386,1,2024
POST_02303,2024-01-11 00:33:00,Facebook,Live,Sports,3204,107,380,57955,489,261013,1.41,0,Thursday,13,573,Positive,Macro,True,False,7.2124924510396,False,5.528427228021741,0.18462600293331033,0.655681131912691,0.8437580881718575,1.2868421052631578,0.033395755305867664,1,2024
POST_04612,2024-01-11 11:14:00,Instagram,Story,Health,2366,255,107,32084,535,892,305.83,11,Thursday,21,1100,Neutral,Nano,True,True,10.170178282009724,False,7.374392220421394,0.7947886797157461,0.33349956364543076,1.6674978182271538,5.0,0.10777683854606931,1,2024
POST_03896,2024-01-11 14:24:00,TikTok,Duet,Technology,30187,821,4505,71771,2764,225519,15.75,14,Thursday,5,152,Neutral,Macro,True,False,53.33212578896769,False,42.06016357581753,1.143916066377785,6.276908500647894,3.8511376461244793,0.6135405105438402,0.027197137840792394,1,2024
POST_02056,2024-01-11 21:15:00,LinkedIn,Article,Sports,170,19,259,25386,143,333768,0.13,21,Thursday,13,931,Neutral,Macro,True,True,2.3280548333727253,False,0.669660442763728,0.07484440242653431,1.0202473804459151,0.5633026077365477,0.5521235521235521,0.11176470588235295,1,2024
POST_03661,2024-01-11 22:51:00,Facebook,Post,Food,6580,9,900,31319,646,30230,24.77,22,Thursday,24,1861,Neutral,Micro,True,False,25.974647977266198,False,21.009610779399086,0.028736549698266226,2.873654969826623,2.0626456783422205,0.7177777777777777,0.0013677811550151975,1,2024
POST_00991,2024-01-12 08:41:00,TikTok,Video,Health,31852,1590,801,323063,616,86675,39.51,8,Friday,28,21,Positive,Mid-tier,True,False,10.790155480509993,False,9.859377273163439,0.49216406707050947,0.24793925642986042,0.19067488384618478,0.7690387016229713,0.04991837247268617,1,2024
POST_04724,2024-01-12 12:53:00,Twitter,Poll,Health,2640,172,1471,29943,329,466337,0.92,12,Friday,16,1184,Neutral,Macro,False,False,15.402598270046422,False,8.8167518284741,0.5744247403399793,4.912667401395986,1.0987542998363558,0.22365737593473828,0.06515151515151515,1,2024
POST_02826,2024-01-12 15:29:00,TikTok,Duet,Gaming,25781,1671,3381,20430,224,452037,6.82,15,Friday,26,16,Neutral,Macro,False,True,152.01664219285365,True,126.19187469407733,8.179148311306902,16.549192364170338,1.0964268232990702,0.06625258799171843,0.0648151739653233,1,2024
POST_02458,2024-01-12 20:49:00,Facebook,Post,Gaming,6543,54,632,43676,465,374670,1.93,20,Friday,24,789,Positive,Macro,True,False,17.616082058796593,False,14.980767469548493,0.12363769575968495,1.4470189577800165,1.0646579357083983,0.7357594936708861,0.008253094910591471,1,2024
POST_04902,2024-01-12 20:49:00,Facebook,Live,Business,504,234,46,44411,268,182875,0.43,20,Friday,5,326,Positive,Macro,True,False,2.3687825088379006,False,1.1348539776181576,0.5268964896084303,0.10357794240165724,0.6034540992096553,5.826086956521739,0.4642857142857143,1,2024
POST_01847,2024-01-12 20:59:00,Instagram,Carousel,Food,4453,438,291,663,248,148198,3.5,20,Friday,27,1250,Neutral,Macro,True,False,819.0045248868778,True,671.6440422322776,66.06334841628959,43.89140271493213,37.405731523378584,0.852233676975945,0.09836065573770492,1,2024
POST_04101,2024-01-12 21:17:00,Facebook,Post,Sports,6260,5,169,6216,458,21174,30.39,21,Friday,4,1236,Positive,Micro,True,False,110.87516087516087,True,100.70785070785071,0.08043758043758044,2.7187902187902186,7.368082368082368,2.710059171597633,0.0007987220447284345,1,2024
POST_00057,2024-01-12 21:46:00,Instagram,Photo,Gaming,5741,410,126,10052,350,259233,2.42,21,Friday,1,1804,Positive,Macro,True,True,65.92717867091126,True,57.11301233585356,4.078790290489455,1.2534818941504178,3.4818941504178276,2.7777777777777777,0.07141612959414737,1,2024
POST_01124,2024-01-13 00:33:00,TikTok,Stitch,Fitness,38874,81,4338,232603,1319,286335,15.12,0,Saturday,9,467,Positive,Macro,True,False,19.17946028211158,False,16.712596140204557,0.03482328258878862,1.8649802453106794,0.5670606140075579,0.3040571692023974,0.002083654885013119,1,2024
POST_01437,2024-01-13 07:02:00,Twitter,Thread,Health,2813,177,396,67504,147,475435,0.71,7,Saturday,16,554,Positive,Macro,True,False,5.233763925100734,False,4.167160464565063,0.26220668404835273,0.5866319032946197,0.2177648731926997,0.3712121212121212,0.06292214717383576,1,2024
POST_04128,2024-01-13 12:13:00,YouTube,Community Post,Health,4016,921,1195,677761,1270,471826,1.3,12,Saturday,13,1970,Negative,Macro,True,False,1.0921253952351935,False,0.592539257939008,0.13588860970165,0.17631583994948072,0.1873816876450548,1.0627615062761506,0.22933266932270915,1,2024
POST_00343,2024-01-13 18:18:00,Instagram,Reel,Fitness,1899,280,211,45999,436,351424,0.68,18,Saturday,7,205,Neutral,Macro,True,False,6.1436118176482095,False,4.128350616317746,0.6087088849757604,0.45870562403530507,0.9478466923193982,2.066350710900474,0.1474460242232754,1,2024
POST_04713,2024-01-13 18:53:00,Twitter,Tweet,Fashion,1910,32,362,17951,484,195649,1.18,18,Saturday,24,1569,Neutral,Macro,True,False,15.531168180045679,False,10.640075761796,0.17826304941228902,2.0166007464765197,2.6962286223608714,1.3370165745856353,0.016753926701570682,1,2024
POST_04636,2024-01-13 19:06:00,YouTube,Community Post,Technology,9823,417,589,639335,3961,453322,2.39,19,Saturday,22,739,Neutral,Macro,True,False,2.31334120609696,False,1.5364402074030048,0.06522402183518813,0.09212697568567339,0.6195500011730939,6.7249575551782685,0.04245138959584648,1,2024
POST_04642,2024-01-14 00:50:00,Twitter,Thread,Travel,2576,103,975,63465,221,316317,1.16,0,Sunday,4,1229,Positive,Macro,True,False,6.105727566375167,False,4.058930118963208,0.16229417789332704,1.5362798392814938,0.34822343023713853,0.22666666666666666,0.03998447204968944,1,2024
POST_03566,2024-01-14 05:41:00,LinkedIn,Poll,Sports,1545,120,12,2194,209,70581,2.38,5,Sunday,1,550,Positive,Mid-tier,True,False,85.96171376481313,True,70.41932543299909,5.469462169553328,0.5469462169553327,9.525979945305378,17.416666666666668,0.07766990291262135,1,2024
POST_04720,2024-01-14 09:07:00,YouTube,Video,Health,7987,542,791,398393,3449,223902,4.16,9,Sunday,10,160,Positive,Macro,True,False,3.205126596099831,False,2.004804301280394,0.13604656708325696,0.19854766524512227,0.8657280624910578,4.360303413400758,0.06786027294353324,1,2024
POST_04522,2024-01-14 21:15:00,Facebook,Live,Business,1062,134,81,28161,138,328440,0.39,21,Sunday,29,311,Positive,Macro,True,True,5.024679521323817,False,3.7711728986896773,0.4758353751642342,0.28763183125599234,0.49003941621391284,1.7037037037037037,0.12617702448210924,1,2024
POST_04559,2024-01-14 21:35:00,YouTube,Short,Gaming,1100,821,1467,711542,4223,448840,0.75,21,Sunday,12,595,Negative,Macro,False,False,1.0696487347198058,False,0.1545938258036771,0.11538320998619898,0.20617194768544933,0.5934997512444803,2.878663940013633,0.7463636363636363,1,2024
POST_02951,2024-01-15 05:40:00,TikTok,Stitch,Business,19793,1018,4074,257816,1086,295403,8.42,5,Monday,8,20,Neutral,Macro,True,False,10.073463245105037,False,7.677180624941819,0.39485524560151425,1.5801967294504609,0.42123064511124214,0.2665684830633284,0.051432324559187594,1,2024
